0.633124, 0.000000,
0.640237, 0.000000,
0.647513, 0.000000,
0.654955, 0.000000,
0.662571, 0.000000,
0.670366, 0.000000,
0.678347, 0.000000,
0.686520, 0.000000,
0.694892, 0.000000,
0.703471, 0.000000,
0.712264, 0.000000,
0.721280, 0.000000,
0.730527, 0.000000,
0.740015, 0.000000,
0.749752, 0.000000,
0.759748, 0.000000,
0.770015, 0.000000,
0.780563, 0.000000,
0.791405, 0.000000,
0.802551, 0.000000,
0.814016, 0.000000,
0.825813, 0.000000,
0.837958, 0.000000,
0.850465, 0.000000,
0.863350, 0.000000,
0.876633, 0.000000,
0.890330, 0.000000,
0.904462, 0.000000,
0.919050, 0.000000,
0.934117, 0.000000,
0.949685, 0.000000,
0.965782, 0.000000,
0.982433, 0.000000,
0.999669, 0.000000,
1.017520, 0.000000,
1.036020, 0.000099,
1.055206, 0.000000,
1.075116, 0.000066,
1.095791, 0.001386,
1.117277, 0.002265,
1.139622, 0.017831,
1.162880, 0.033479,
1.187107, 0.045736,
1.212364, 0.076485,
1.238720, 0.086815,
1.266247, 0.111112,
1.295026, 0.123893,
1.325142, 0.139012,
1.356693, 0.150859,
1.389784, 0.169435,
1.424528, 0.181784,
1.461054, 0.200193,
1.499503, 0.213820,
1.540030, 0.232290,
1.582809, 0.248356,
1.628032, 0.261896,
1.675915, 0.277650,
1.726701, 0.294889,
1.780660, 0.313390,
1.838101, 0.327862,
1.899371, 0.346435,
1.964866, 0.363983,
2.035040, 0.381295,
2.110412, 0.402367,
2.191582, 0.416109,
2.279245, 0.437695,
2.374214, 0.455682,
2.477440, 0.473832,
2.590051, 0.494324,
2.713387, 0.514182,
2.849056, 0.532322,
2.999007, 0.552893,
3.165618, 0.572886,
3.351831, 0.593084,
3.561320, 0.614699,
3.798742, 0.636124,
4.070080, 0.656846,
4.383163, 0.679779,
4.748427, 0.699562,
5.180102, 0.724345,
5.698112, 0.746910,
6.331236, 0.770316,
7.122641, 0.794003,
8.140161, 0.817551,
9.496854, 0.842029,
11.396225, 0.867298,
14.245281, 0.893473,
18.993708, 0.919004,
28.490562, 0.945053,
